ALGORITHM_ID,SCHEMA_ID,ALGORITHM,ALGORITHM_DIMENSION,PAINTUPMONOCHROMATIC,PAINTDIAGONALUPLEFTPOLYCHROMATIC,PAINTZIGZAGLEFTDOWNUPMONOCHROMATIC,PAINTRIGHTPOLYCHROMATIC,PAINTLDOWNRIGHTMONOCHROMATIC,PAINTDIAGONALUPLEFTMONOCHROMATIC,PAINTZIGZAGRIGHTUPDOWNMONOCHROMATIC,PAINTUPPOLYCHROMATIC,COPY,MIRRORCROSSVERTICAL,PAINTLUPRIGHTMONOCHROMATIC,PAINTZIGZAGDOWNLEFTRIGHTMONOCHROMATIC,PAINTDOT,PAINTLEFTPOLYCHROMATIC,PAINTCUSTOMPATTERNMONOCHROMATIC,PAINTZIGZAGDOWNRIGHTLEFTPOLYCHROMATIC,PAINTLRIGHTUPMONOCHROMATIC,PAINTZIGZAGDOWNRIGHTLEFTMONOCHROMATIC,PAINTLRIGHTDOWNMONOCHROMATIC,PAINTSQUARELEFTUPRIGHTMONOCHROMATIC,PAINTSQUAREDOWNRIGHTUPMONOCHROMATIC,PAINTLDOWNLEFTMONOCHROMATIC,PAINTZIGZAGUPRIGHTLEFTMONOCHROMATIC,PAINTSQUARELEFTDOWNRIGHTPOLYCHROMATIC,PAINTZIGZAGUPLEFTRIGHTPOLYCHROMATIC,PAINTSQUARERIGHTDOWNLEFTMONOCHROMATIC,PAINTLRIGHTDOWNPOLYCHROMATIC,MIRRORCROSSHORIZONTAL,PAINTZIGZAGRIGHTUPDOWNPOLYCHROMATIC,PAINTDOWNPOLYCHROMATIC,PAINTZIGZAGRIGHTDOWNUPMONOCHROMATIC,PAINTDOWNMONOCHROMATIC,PAINTZIGZAGLEFTUPDOWNMONOCHROMATIC,PAINTSQUARERIGHTUPLEFTMONOCHROMATIC,PAINTSQUAREDOWNRIGHTUPPOLYCHROMATIC,PAINTSQUAREUPRIGHTDOWNPOLYCHROMATIC,PAINTLLEFTUPMONOCHROMATIC,PAINTSQUAREUPLEFTDOWNMONOCHROMATIC,PAINTLUPLEFTMONOCHROMATIC,PAINTSQUARERIGHTUPLEFTPOLYCHROMATIC,PAINTSQUARERIGHTDOWNLEFTPOLYCHROMATIC,PAINTDIAGONALUPRIGHTPOLYCHROMATIC,PAINTLDOWNLEFTPOLYCHROMATIC,PAINTCUSTOMPATTERNPOLYCHROMATIC,PAINTSQUARELEFTUPRIGHTPOLYCHROMATIC,PAINTRIGHTMONOCHROMATIC,PAINTLUPLEFTPOLYCHROMATIC,PAINTZIGZAGUPRIGHTLEFTPOLYCHROMATIC,PAINTSQUAREUPRIGHTDOWNMONOCHROMATIC,MIRRORCELLSHORIZONTAL,PAINTDIAGONALDOWNLEFTMONOCHROMATIC,PAINTLLEFTDOWNPOLYCHROMATIC,PAINTLDOWNRIGHTPOLYCHROMATIC,MIRRORCOMMANDSVERTICAL,PAINTDIAGONALDOWNRIGHTPOLYCHROMATIC,PAINTLLEFTDOWNMONOCHROMATIC,PAINTSQUAREUPLEFTDOWNPOLYCHROMATIC,PAINTLLEFTUPPOLYCHROMATIC,PAINTDIAGONALDOWNLEFTPOLYCHROMATIC,PAINTZIGZAGLEFTDOWNUPPOLYCHROMATIC,MIRRORCELLSVERTICAL,PAINTSQUAREDOWNLEFTUPPOLYCHROMATIC,PAINTDIAGONALDOWNRIGHTMONOCHROMATIC,PAINTSQUARELEFTDOWNRIGHTMONOCHROMATIC,PAINTZIGZAGRIGHTDOWNUPPOLYCHROMATIC,PAINTDIAGONALUPRIGHTMONOCHROMATIC,PAINTLEFTMONOCHROMATIC,PAINTSQUAREDOWNLEFTUPMONOCHROMATIC,FILLEMPTY,PAINTZIGZAGLEFTUPDOWNPOLYCHROMATIC,REPEAT,PAINTLRIGHTUPPOLYCHROMATIC,PAINTLUPRIGHTPOLYCHROMATIC,MIRRORCOMMANDSHORIZONTAL,PAINTZIGZAGDOWNLEFTRIGHTPOLYCHROMATIC,PAINTZIGZAGUPLEFTRIGHTMONOCHROMATIC,ALGORITHM_TYPE
73,4,"go(d1),paint({yellow},2,down),go(e4),paint({yellow},5,down),go(f4),paint(yellow),paint({red},{d2,c2,d5,c5}),go(f3),paint({blue},6,down),go(d6),paint({blue},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
74,4,"go(f4),paint(yellow),go(e4),paint(yellow),go(d4),paint(yellow),go(c4),paint(yellow),go(b4),paint(yellow),go(a4),paint(yellow),go(c1),paint(yellow),go(d1),paint(yellow),go(c2),paint(red),go(d2),paint(red),go(c5),paint(red),go(d5),paint(red),go(c6),paint(blue),go(d6),paint(blue)",0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
75,4,"go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(c3),paint(blue),go(b3),paint(blue),go(a3),paint(blue),go(d2),paint(red),go(c2),paint(red),go(d1),paint(yellow),go(c1),paint(yellow),go(f4),paint(yellow),go(e4),paint(yellow),go(d4),paint(yellow),go(c4),paint(yellow),go(b4),paint(yellow),go(a4),paint(yellow),go(d5),paint(red),go(c5),paint(red),go(d6),paint(blue),go(c6),paint(blue)",0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
76,4,"go(f3),paint({blue},6,down),go(d6),paint({blue},2,down),paint({red},{d6,c6,d2,c2}),go(d1),paint(yellow),go(d1),paint({yellow},2,down),go(d6),paint(yellow),go(d6),paint({yellow},2,down),go(d5),paint({red},2,down),go(f4),paint({yellow},6,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
77,4,"go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(f3),paint({blue},6,down),go(f3),paint(yellow),go(f3),paint(blue),go(f4),paint({yellow},6,down),go(d5),paint({red},2,down),go(d6),paint({blue},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
78,5,"go(c1),paint({red},4,square right up left),go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),go(d5),paint({green},4,square down right up)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
79,5,"go(d1),paint({red},2,square right down left),go(f3),paint({yellow},:,down),go(f4),paint({blue},:,down),fill_empty(green)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
80,5,"go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),go(d1),paint({red},4,square right down left),go(d5),paint({green},4,square right down left)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
81,5,"go(f4),paint({blue},6,down),go(f3),paint({yellow},6,down),go(d1),paint({red},4,square right down left),go(c5),paint({green},4,square up right down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
82,5,"go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),go(d1),paint({red},4,square down right up),go(d5),paint({green},4,square down right up)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
83,5,"go(d1),paint({red},:,square down right up),go(f3),paint({yellow},:,down),go(f4),paint({blue},:,down),fill_empty(green)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
84,5,"go(c1),paint({yellow},6,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
85,5,"go(d1),paint({red},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
86,5,"go(c2),paint({red},4,square up left down),go(d5),paint({green},4,square down right up),go(f4),paint({blue},6,down),paint({yellow},{e3,d3,c3,b3,a3,f3})",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
87,5,"go(f3),paint({yellow},:,down),go(d1),paint({red},4,square down right up),go(f4),paint({blue},:,down),go(d5),paint({green},4,square right down left)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
88,5,"go(f4),paint({blue},6,down),go(f3),paint({yellow},6,down),go(d1),paint({red},2,square down right up),go(d5),paint({green},2,right),fill_empty(green)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
89,5,"go(f4),paint({blue},:,down),go(d1),paint({blue},2,square down right up),go(f3),paint({yellow},:,down),fill_empty(green)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
90,5,"go(d2),paint({red},:,square down left up),go(f3),paint({yellow},:,down),go(f4),paint({blue},:,down),go(d5),paint({green},:,square down right up)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1D
91,5,"paint({red},{d1,c1,d2,c2}),go(f4),paint({blue},6,down),go(f3),paint({yellow},6,down),paint({green},{d5,c5,d6,c6})",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
92,5,"go(d2),paint({red},4,square down left up),go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),go(c5),paint({green},4,square right up left)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1D
93,5,"go(f3),paint({yellow},:,down),go(f4),paint({blue},:,down),go(c1),paint({red},:,square right up left),go(c5),paint({green},:,square right up left)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
94,5,"go(a3),paint({yellow},6,up),go(a4),paint({blue},6,up),go(d1),paint({red},4,square left down right),fill_empty(green)",1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1D
95,5,"go(c1),paint(red),go(d1),paint(red),go(c1),paint(red),go(d1),paint(red),go(c2),paint(red),go(d2),paint(red),go(a3),paint({red,yellow},6,up),go(a3),paint(yellow),go(a3),paint({yellow},6,up),go(a4),paint({blue},6,up),go(c5),paint({green},4,square up right down)",2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
96,5,"go(c1),paint(red),go(d1),paint(red),go(d2),paint(red),go(c2),paint(red),go(a3),paint(yellow),go(b3),paint(yellow),go(c3),paint(yellow),go(d3),paint(yellow),go(e3),paint(yellow),go(f3),paint(yellow),go(a4),paint(blue),go(b4),paint(blue),go(c4),paint(blue),go(d4),paint(blue),go(e4),paint(blue),go(f4),paint(blue),go(c5),paint(green),go(d5),paint(green),go(d6),paint(green),go(c6),paint(green)",0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
97,5,"go(d6),paint({green},4,square down left up),go(d2),paint({red},4,square left down right),go(f4),paint({blue},6,down),go(f3),paint({yellow},6,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1D
98,5,"go(d2),paint({red},4,square left down right),go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),paint({green},{d6,d5,c5}),go(c6),paint(green)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1D
99,5,"go(d2),paint({red},4,square left down right),go(f3),paint({yellow},6,down),go(f4),paint({blue},6,down),go(d5),paint({green},4,square down right up)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1D
100,6,"paint({blue},{d2,d3,e3,f3,d1}),go(f4),paint({green},5,l down right),go(c6),paint({red},5,l left down),go(c1),paint({yellow},5,l right down)",1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
101,6,"go(d1),paint({blue},2,l right up),go(c1),paint({yellow},2,l right down),go(f4),paint({green},2,l down right),fill_empty(red)",1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
102,6,"go(f4),paint({green},6,l down right),go(f3),paint({blue},6,l down left),go(c1),paint({yellow},6,l right down),fill_empty(red)",1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
103,6,"go(f3),paint({blue},3,down),go(d3),paint({blue},3,left),go(c1),paint({yellow},5,l right down),go(e4),paint(green),go(d4),paint(green),go(d5),paint(green),go(d6),paint(green),go(a4),paint({red},5,l up right),go(f4),paint(green)",1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1D
104,6,"go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(d2),paint(blue),go(d1),paint(blue),go(f4),paint(green),go(e4),paint(green),go(d4),paint(green),go(d5),paint(green),go(d6),paint(green),go(a3),paint(yellow),go(b3),paint(yellow),go(c3),paint(yellow),go(c2),paint(yellow),go(c1),paint(yellow),go(a4),paint(red),go(b4),paint(red),go(c4),paint(red),go(c5),paint(red),go(c6),paint(red)",0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
105,6,"go(c1),paint({yellow},5,l right down),go(a4),paint({red},5,l up right),paint({blue},{d1,d2,d3,f3}),paint({green},{f4,e4,d4,d6}),go(d5),paint(green)",1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
106,6,"go(f3),paint({blue},3,down),go(d1),paint({blue},2,right),go(f4),paint({green},3,down),go(d4),paint({green},3,right),go(a3),paint({yellow},3,up),go(c1),paint({yellow},2,right),fill_empty(red)",1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
107,6,"go(a4),paint({red},5,l up right),go(c1),paint({yellow},5,l right down),go(f4),paint({green},5,l down right),go(f3),paint({blue},5,l down left)",1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
108,6,"go(d1),paint({blue},5,l right up),paint({green},{f4,e4,d4,d6}),go(d5),paint(green),go(c1),paint({yellow},5,l right down),go(a4),paint({red},5,l up right)",1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
109,6,"go(a3),paint({yellow},5,l up left),go(a4),paint({red},5,l up right),go(f4),paint({green},5,l down right),go(f3),paint({blue},5,l down left)",1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
110,6,"go(f3),paint({blue},5,l down left),go(f4),paint({green},5,l down right),go(c6),paint({red},5,l left down),go(a3),paint({yellow},5,l up left)",1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
111,6,"go(f4),paint({green},:,l down right),go(c6),paint({red},:,l left down),go(c1),paint({yellow},:,l right down),go(d1),paint({blue},:,l right up)",1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
112,6,"go(a4),paint({red},5,l up right),go(f4),paint({green},3,down),go(d5),paint(green),go(d6),paint(green),paint({blue},{f3,e3,d3,c2}),go(d1),paint(blue),go(c1),paint({yellow},5,l right down),go(d2),paint(blue)",1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
113,6,"go(f3),paint({blue},:,l down left),go(c1),go(c1),paint(yellow),go(c2),paint(yellow),go(b3),paint(yellow),go(a3),paint(yellow),go(c3),paint(yellow),go(f4),paint(green),go(d4),paint(green),go(e4),paint(green),go(d5),paint(green),go(d6),paint(green),go(a4),paint(red),go(b4),paint(red),go(c4),paint(red),go(c5),paint(red),go(c6),paint(red)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
114,6,"go(d2),paint(blue),go(d3),paint(blue),go(e3),paint(blue),go(f3),paint(blue),go(d1),paint(blue),go(a4),paint({red},5,l up right),go(f4),paint({green},5,l down right),go(c1),paint({yellow},5,l right down)",1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
115,6,"go(f3),paint({blue},:,l down left),go(f4),paint({green},:,l down right),go(c1),paint({yellow},:,l right down),go(c6),paint({red},:,l left down)",1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
116,6,"go(d1),paint({blue},:,l right up),go(c1),paint({yellow},:,l right down),go(f4),paint({green},:,l down right),go(a4),paint({red},:,l up right)",1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
117,6,"go(f4),paint({blue},4,square down left up)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1D
118,6,"go(f4),paint(green),go(e4),paint(green),go(f4),paint(green),go(f4),paint(green),go(e4),paint(green),go(d4),paint(green),go(d5),paint(green),go(d6),paint(green),go(c4),paint(red),go(b4),paint(red),go(a4),paint(red),go(c5),paint(red),go(c6),paint(red),go(c3),paint(yellow),go(c2),paint(yellow),go(c1),paint(yellow),go(c1),paint(yellow),go(c3),paint(yellow),go(a3),paint(yellow),go(b3),paint(yellow),go(e3),paint(blue),go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(d1),paint(blue),go(d1),paint(blue)",0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
119,6,"go(f3),paint({blue},5,l down left),go(f4),paint({green},5,l down right),go(a4),paint(red),go(a4),paint({red},5,l up right),go(c3),paint({yellow},3,down),go(c2),paint({yellow},2,left)",1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1D
